flight,airline_id,source_city_id,destination_city_id,stop_id,class_id,departure_time,arrival_time,duration,days_left,price
AI-442,6,2,5,2,1,Afternoon,Morning,18.92,29,4173
AI-687,6,2,5,2,1,Afternoon,Morning,19.92,29,4173
AI-442,6,2,5,2,1,Afternoon,Morning,20.33,29,4173
AI-867,6,2,5,2,1,Night,Evening,21.83,29,4173
AI-888,6,2,5,2,1,Evening,Evening,24.33,29,4173
G8-461,4,2,5,2,1,Early_Morning,Afternoon,9.5,29,4262
UK-910,3,2,5,2,1,Evening,Night,5.33,29,4656
UK-930,3,2,5,2,1,Early_Morning,Night,15.42,29,4656
6E-6809,5,2,5,2,1,Evening,Night,5.67,29,4314
6E-6809,5,2,5,2,1,Evening,Late_Night,8.33,29,4314
UK-996,3,2,5,2,1,Evening,Morning,15.17,29,4674
UK-996,3,2,5,2,1,Evening,Evening,25.42,29,4674
G8-327,4,2,5,2,1,Early_Morning,Afternoon,6.67,29,4325
G8-327,4,2,5,2,1,Early_Morning,Night,13.83,29,4325
UK-930,3,2,5,2,1,Early_Morning,Evening,9.5,29,4784
AI-660,6,2,5,2,1,Evening,Night,5.58,29,4593
AI-687,6,2,5,2,1,Afternoon,Night,7.58,29,4593
AI-442,6,2,5,2,1,Afternoon,Night,8.0,29,4593
AI-809,6,2,5,2,1,Morning,Night,13.58,29,4593
AI-806,6,2,5,2,1,Early_Morning,Night,15.58,29,4593
AI-635,6,2,5,2,1,Early_Morning,Night,16.5,29,4593
AI-864,6,2,5,2,1,Early_Morning,Night,16.58,29,4593
UK-996,3,2,5,2,1,Evening,Afternoon,18.08,29,4989
UK-996,3,2,5,2,1,Evening,Evening,22.5,29,4989
AI-673,6,2,5,2,1,Early_Morning,Night,13.33,29,4689
AI-657,6,2,5,2,1,Early_Morning,Afternoon,8.42,29,4747
UK-930,3,2,5,2,1,Early_Morning,Afternoon,5.08,29,5099
AI-774,6,2,5,2,1,Night,Night,24.33,29,5004
AI-675,6,2,5,2,1,Early_Morning,Night,15.08,29,5219
6E-5202,5,2,5,2,1,Early_Morning,Morning,3.42,29,5361
6E-5206,5,2,5,2,1,Night,Late_Night,3.42,29,5361
6E-932,5,2,5,2,1,Morning,Evening,8.67,29,5413
AI-669,6,2,5,2,1,Morning,Afternoon,24.42,29,5465
6E-711,5,2,5,2,1,Afternoon,Evening,5.0,29,5781
6E-711,5,2,5,2,1,Afternoon,Night,8.5,29,5781
AI-633,6,2,5,3,1,Early_Morning,Evening,13.58,29,5857
AI-633,6,2,5,3,1,Early_Morning,Morning,28.75,29,5857
AI-633,6,2,5,3,1,Early_Morning,Morning,30.17,29,5857
G8-7561,4,2,5,2,1,Afternoon,Late_Night,10.08,29,5907
G8-511,4,2,5,2,1,Early_Morning,Afternoon,10.67,29,5907
AI-651,6,2,5,2,1,Morning,Evening,7.75,29,5977
UK-651,3,2,5,2,1,Evening,Evening,25.42,29,6398
AI-631,6,2,5,3,1,Evening,Evening,24.0,29,6172
AI-631,6,2,5,3,1,Evening,Night,28.25,29,6172
AI-663,6,2,5,2,1,Afternoon,Night,7.67,29,6248
AI-633,6,2,5,3,1,Early_Morning,Night,17.83,29,6277
AI-671,6,2,5,2,1,Morning,Morning,24.92,29,6353
UK-613,3,2,5,3,1,Afternoon,Evening,7.67,29,6873
UK-653,3,2,5,2,1,Early_Morning,Evening,11.5,29,7498
6.00E-179,5,2,5,2,1,Morning,Afternoon,4.25,29,7254
6.00E-179,5,2,5,2,1,Morning,Evening,7.58,29,7254
G8-7557,4,2,5,2,1,Afternoon,Evening,7.08,29,7522
AI-651,6,2,5,2,1,Morning,Morning,24.67,29,7548
AI-651,6,2,5,2,1,Morning,Morning,26.08,29,7548
UK-852,3,2,5,3,1,Afternoon,Evening,7.75,29,7971
G8-347,4,2,5,2,1,Early_Morning,Evening,12.08,29,7918
AI-867,6,2,5,2,1,Night,Evening,20.08,29,8063
AI-888,6,2,5,2,1,Evening,Evening,22.58,29,8063
AI-660,6,2,5,2,1,Evening,Evening,23.58,29,8063
AI-687,6,2,5,2,1,Afternoon,Evening,25.58,29,8063
UK-988,3,2,5,2,1,Night,Morning,12.75,29,8438
UK-988,3,2,5,2,1,Night,Evening,23.0,29,8438
UK-988,3,2,5,2,1,Night,Afternoon,15.67,29,8753
UK-988,3,2,5,2,1,Night,Evening,20.08,29,8753
AI-619,6,2,5,1,1,Night,Night,1.33,30,2111
AI-615,6,2,5,1,1,Early_Morning,Early_Morning,1.5,30,2111
I5-942,2,2,5,2,1,Afternoon,Evening,4.67,30,2105
I5-1569,2,2,5,2,1,Night,Morning,11.42,30,2105
I5-336,2,2,5,2,1,Night,Morning,12.58,30,2105
I5-767,2,2,5,3,1,Early_Morning,Night,12.75,30,2105
I5-620,2,2,5,2,1,Early_Morning,Evening,14.5,30,2105
6E-5209,5,2,5,1,1,Early_Morning,Early_Morning,1.33,30,2901
6E-5312,5,2,5,1,1,Morning,Afternoon,1.33,30,2901
6E-354,5,2,5,1,1,Afternoon,Afternoon,1.33,30,2901
6E-5217,5,2,5,1,1,Evening,Evening,1.33,30,2901
6E-6818,5,2,5,1,1,Evening,Night,1.33,30,2901
6E-5208,5,2,5,1,1,Evening,Evening,1.42,30,2901
6E-5371,5,2,5,1,1,Evening,Night,1.5,30,2901
UK-853,3,2,5,2,1,Afternoon,Night,4.92,30,3334
UK-863,3,2,5,2,1,Morning,Night,11.83,30,3334
UK-857,3,2,5,2,1,Night,Morning,12.08,30,3334
UK-851,3,2,5,2,1,Early_Morning,Night,13.92,30,3334
UK-865,3,2,5,2,1,Evening,Morning,13.92,30,3334
UK-845,3,2,5,2,1,Early_Morning,Night,14.92,30,3334
UK-849,3,2,5,2,1,Evening,Morning,15.58,30,3334
UK-853,3,2,5,2,1,Afternoon,Morning,17.08,30,3334
UK-857,3,2,5,2,1,Night,Night,23.92,30,3334
UK-863,3,2,5,2,1,Morning,Morning,24.0,30,3334
UK-865,3,2,5,2,1,Evening,Night,25.75,30,3334
UK-851,3,2,5,2,1,Early_Morning,Morning,26.08,30,3334
UK-873,3,2,5,1,1,Early_Morning,Early_Morning,1.5,30,3450
UK-877,3,2,5,1,1,Morning,Afternoon,1.5,30,3450
UK-875,3,2,5,1,1,Evening,Night,1.58,30,3450
G8-7546,4,2,5,2,1,Evening,Late_Night,6.08,30,3282
G8-383,4,2,5,2,1,Afternoon,Late_Night,9.5,30,3282
G8-325,4,2,5,2,1,Night,Morning,9.67,30,3282
G8-398,4,2,5,2,1,Night,Morning,11.5,30,3282
G8-7545,4,2,5,2,1,Afternoon,Late_Night,11.58,30,3282
G8-7546,4,2,5,2,1,Evening,Morning,14.5,30,3282
6E-5206,5,2,5,2,1,Night,Late_Night,3.42,30,3574
G8-371,4,2,5,2,1,Evening,Night,7.0,30,3574
6E-6809,5,2,5,2,1,Evening,Late_Night,8.33,30,3574
G8-384,4,2,5,2,1,Night,Morning,11.75,30,3574
UK-902,3,2,5,2,1,Afternoon,Night,7.17,30,3971
UK-944,3,2,5,2,1,Afternoon,Night,8.25,30,3971
UK-958,3,2,5,2,1,Afternoon,Night,10.5,30,3971
UK-986,3,2,5,2,1,Night,Morning,10.92,30,3971
UK-960,3,2,5,2,1,Morning,Night,11.0,30,3971
UK-950,3,2,5,2,1,Night,Morning,11.75,30,3971
UK-994,3,2,5,2,1,Morning,Night,12.5,30,3971
6E-6809,5,2,5,2,1,Evening,Night,5.67,30,3627
AI-639,6,2,5,2,1,Morning,Early_Morning,22.33,30,3644
AI-639,6,2,5,2,1,Morning,Evening,9.5,30,3654
AI-639,6,2,5,2,1,Morning,Night,10.75,30,3654
G8-305,4,2,5,2,1,Early_Morning,Evening,13.08,30,3687
UK-944,3,2,5,2,1,Afternoon,Evening,5.25,30,4099
UK-958,3,2,5,2,1,Afternoon,Evening,7.5,30,4099
UK-960,3,2,5,2,1,Morning,Evening,8.0,30,4099
UK-994,3,2,5,2,1,Morning,Evening,9.5,30,4099
UK-970,3,2,5,2,1,Morning,Evening,11.17,30,4099
AI-683,6,2,5,2,1,Night,Afternoon,17.75,30,3749
G8-7538,4,2,5,2,1,Evening,Night,5.33,30,3916
G8-7537,4,2,5,2,1,Afternoon,Night,7.33,30,3916
G8-391,4,2,5,2,1,Afternoon,Night,8.33,30,3916
G8-7536,4,2,5,2,1,Afternoon,Night,9.33,30,3916
G8-321,4,2,5,2,1,Afternoon,Night,9.58,30,3916
G8-2508,4,2,5,2,1,Night,Morning,9.75,30,3916
G8-345,4,2,5,2,1,Night,Morning,10.83,30,3916
G8-319,4,2,5,2,1,Morning,Night,11.92,30,3916
G8-322,4,2,5,2,1,Night,Morning,12.25,30,3916
G8-341,4,2,5,2,1,Night,Morning,13.25,30,3916
G8-329,4,2,5,2,1,Early_Morning,Afternoon,8.67,30,4040
UK-928,3,2,5,2,1,Early_Morning,Afternoon,6.08,30,4414
UK-954,3,2,5,2,1,Early_Morning,Afternoon,6.58,30,4414
UK-994,3,2,5,2,1,Morning,Evening,6.58,30,4414
UK-970,3,2,5,2,1,Morning,Evening,8.25,30,4414
UK-928,3,2,5,2,1,Early_Morning,Evening,10.5,30,4414
UK-954,3,2,5,2,1,Early_Morning,Evening,11.0,30,4414
AI-671,6,2,5,2,1,Morning,Morning,24.92,30,4095
G8-390,4,2,5,2,1,Early_Morning,Afternoon,9.67,30,4132
AI-660,6,2,5,2,1,Evening,Night,5.58,30,4173
AI-687,6,2,5,2,1,Afternoon,Night,7.58,30,4173
AI-442,6,2,5,2,1,Afternoon,Night,8.0,30,4173
AI-809,6,2,5,2,1,Morning,Evening,9.33,30,4173
AI-806,6,2,5,2,1,Early_Morning,Evening,11.33,30,4173
AI-635,6,2,5,2,1,Early_Morning,Evening,12.25,30,4173
AI-864,6,2,5,2,1,Early_Morning,Evening,12.33,30,4173
AI-867,6,2,5,2,1,Night,Morning,13.0,30,4173
AI-809,6,2,5,2,1,Morning,Night,13.58,30,4173
AI-867,6,2,5,2,1,Night,Morning,14.42,30,4173
AI-888,6,2,5,2,1,Evening,Morning,15.5,30,4173
AI-806,6,2,5,2,1,Early_Morning,Night,15.58,30,4173
AI-635,6,2,5,2,1,Early_Morning,Night,16.5,30,4173
AI-660,6,2,5,2,1,Evening,Morning,16.5,30,4173
AI-864,6,2,5,2,1,Early_Morning,Night,16.58,30,4173
AI-888,6,2,5,2,1,Evening,Morning,16.92,30,4173
AI-660,6,2,5,2,1,Evening,Morning,17.92,30,4173
AI-687,6,2,5,2,1,Afternoon,Morning,18.5,30,4173
AI-442,6,2,5,2,1,Afternoon,Morning,18.92,30,4173
AI-687,6,2,5,2,1,Afternoon,Morning,19.92,30,4173
AI-442,6,2,5,2,1,Afternoon,Morning,20.33,30,4173
AI-867,6,2,5,2,1,Night,Evening,21.83,30,4173
G8-382,4,2,5,2,1,Afternoon,Night,8.0,30,4262
G8-461,4,2,5,2,1,Early_Morning,Afternoon,9.5,30,4262
G8-331,4,2,5,2,1,Morning,Night,11.83,30,4262
UK-910,3,2,5,2,1,Evening,Night,5.33,30,4656
G8-327,4,2,5,2,1,Early_Morning,Afternoon,6.67,30,4325
G8-327,4,2,5,2,1,Early_Morning,Night,13.83,30,4325
UK-986,3,2,5,2,1,Night,Evening,18.25,30,4779
UK-950,3,2,5,2,1,Night,Evening,19.08,30,4779
UK-988,3,2,5,2,1,Night,Evening,20.08,30,4779
UK-986,3,2,5,2,1,Night,Evening,21.17,30,4779
UK-950,3,2,5,2,1,Night,Evening,22.0,30,4779
UK-996,3,2,5,2,1,Evening,Evening,22.5,30,4779
UK-988,3,2,5,2,1,Night,Evening,23.0,30,4779
UK-996,3,2,5,2,1,Evening,Evening,25.42,30,4779
UK-930,3,2,5,2,1,Early_Morning,Evening,12.42,30,4784
UK-930,3,2,5,2,1,Early_Morning,Afternoon,5.08,30,5099
UK-930,3,2,5,2,1,Early_Morning,Evening,9.5,30,5099
UK-940,3,2,5,2,1,Evening,Evening,21.25,30,5414
UK-940,3,2,5,2,1,Evening,Evening,24.17,30,5414
AI-685,6,2,5,2,1,Early_Morning,Night,16.0,30,5303
6E-711,5,2,5,2,1,Afternoon,Evening,5.0,30,5361
6E-711,5,2,5,2,1,Afternoon,Night,8.5,30,5361
AI-675,6,2,5,2,1,Early_Morning,Night,15.08,30,5534
UK-613,3,2,5,3,1,Afternoon,Evening,7.67,30,5918
AI-687,6,2,5,2,1,Afternoon,Morning,17.92,30,5625
AI-442,6,2,5,2,1,Afternoon,Morning,18.33,30,5625
AI-809,6,2,5,2,1,Morning,Morning,23.92,30,5625
AI-806,6,2,5,2,1,Early_Morning,Morning,25.92,30,5625
AI-669,6,2,5,2,1,Morning,Afternoon,24.42,30,5740
AI-631,6,2,5,3,1,Evening,Evening,24.0,30,5857
G8-7561,4,2,5,2,1,Afternoon,Night,7.17,30,5907
G8-511,4,2,5,2,1,Early_Morning,Afternoon,10.67,30,5907
AI-809,6,2,5,2,1,Morning,Morning,23.92,30,5940
AI-806,6,2,5,2,1,Early_Morning,Morning,25.92,30,5940
AI-651,6,2,5,2,1,Morning,Evening,7.75,30,5977
AI-570,6,2,5,2,1,Early_Morning,Morning,4.58,30,6038
UK-655,3,2,5,3,1,Morning,Night,11.42,30,6401
UK-655,3,2,5,3,1,Morning,Evening,8.42,30,6529
AI-631,6,2,5,3,1,Evening,Night,28.25,30,6277
UK-651,3,2,5,2,1,Evening,Evening,25.42,30,6698
AI-9657,6,2,5,2,1,Evening,Afternoon,19.67,30,6437
AI-774,6,2,5,2,1,Night,Night,24.33,30,6479
AI-663,6,2,5,2,1,Afternoon,Night,7.67,30,6563
6.00E-179,5,2,5,2,1,Morning,Afternoon,4.25,30,6726
6.00E-179,5,2,5,2,1,Morning,Evening,7.58,30,6726
6E-932,5,2,5,2,1,Morning,Evening,8.67,30,6946
UK-653,3,2,5,2,1,Early_Morning,Evening,11.5,30,7498
UK-852,3,2,5,3,1,Afternoon,Evening,7.75,30,7656
G8-7557,4,2,5,2,1,Afternoon,Evening,7.08,30,7522
AI-651,6,2,5,2,1,Morning,Morning,24.67,30,7548
AI-651,6,2,5,2,1,Morning,Morning,26.08,30,7548
G8-347,4,2,5,2,1,Early_Morning,Evening,12.08,30,7918
AI-809,6,2,5,2,1,Morning,Evening,31.58,30,8336
AI-619,6,2,5,1,1,Night,Night,1.33,31,2111
I5-942,2,2,5,2,1,Afternoon,Evening,4.67,31,2105
I5-1569,2,2,5,2,1,Night,Morning,11.42,31,2105
I5-336,2,2,5,2,1,Night,Morning,12.58,31,2105
I5-767,2,2,5,3,1,Early_Morning,Night,12.75,31,2105
6E-5209,5,2,5,1,1,Early_Morning,Early_Morning,1.33,31,2901
6E-5312,5,2,5,1,1,Morning,Afternoon,1.33,31,2901
6E-354,5,2,5,1,1,Afternoon,Afternoon,1.33,31,2901
6E-5217,5,2,5,1,1,Evening,Evening,1.33,31,2901
6E-6818,5,2,5,1,1,Evening,Night,1.33,31,2901
6E-5208,5,2,5,1,1,Evening,Evening,1.42,31,2901
6E-5371,5,2,5,1,1,Evening,Night,1.5,31,2901
UK-853,3,2,5,2,1,Afternoon,Night,4.92,31,3334
UK-863,3,2,5,2,1,Morning,Night,11.83,31,3334
UK-857,3,2,5,2,1,Night,Morning,12.08,31,3334
UK-851,3,2,5,2,1,Early_Morning,Night,13.92,31,3334
UK-865,3,2,5,2,1,Evening,Morning,13.92,31,3334
UK-849,3,2,5,2,1,Evening,Morning,15.58,31,3334
UK-853,3,2,5,2,1,Afternoon,Morning,17.08,31,3334
UK-857,3,2,5,2,1,Night,Night,23.92,31,3334
UK-863,3,2,5,2,1,Morning,Morning,24.0,31,3334
UK-865,3,2,5,2,1,Evening,Night,25.75,31,3334
UK-851,3,2,5,2,1,Early_Morning,Morning,26.08,31,3334
UK-873,3,2,5,1,1,Early_Morning,Early_Morning,1.5,31,3450
UK-877,3,2,5,1,1,Morning,Afternoon,1.5,31,3450
UK-875,3,2,5,1,1,Evening,Night,1.58,31,3450
AI-570,6,2,5,2,1,Early_Morning,Morning,4.58,31,3098
AI-671,6,2,5,2,1,Morning,Morning,24.92,31,3098
6E-932,5,2,5,2,1,Morning,Evening,8.67,31,3220
G8-7546,4,2,5,2,1,Evening,Late_Night,6.08,31,3282
G8-383,4,2,5,2,1,Afternoon,Late_Night,9.5,31,3282
G8-325,4,2,5,2,1,Night,Morning,9.67,31,3282
G8-398,4,2,5,2,1,Night,Morning,11.5,31,3282
G8-7545,4,2,5,2,1,Afternoon,Late_Night,11.58,31,3282
G8-7546,4,2,5,2,1,Evening,Morning,14.5,31,3282
6E-5206,5,2,5,2,1,Night,Late_Night,3.42,31,3574
G8-575,4,2,5,2,1,Early_Morning,Morning,4.92,31,3574
6E-6809,5,2,5,2,1,Evening,Late_Night,8.33,31,3574
AI-607,6,2,5,2,1,Evening,Morning,16.08,31,3644
AI-607,6,2,5,2,1,Evening,Evening,26.25,31,3654
G8-305,4,2,5,2,1,Early_Morning,Evening,13.08,31,3687
AI-685,6,2,5,2,1,Early_Morning,Afternoon,9.67,31,3749
UK-986,3,2,5,2,1,Night,Evening,18.25,31,4099
UK-950,3,2,5,2,1,Night,Evening,19.08,31,4099
UK-988,3,2,5,2,1,Night,Evening,20.08,31,4099
UK-986,3,2,5,2,1,Night,Evening,21.17,31,4099
UK-940,3,2,5,2,1,Evening,Evening,21.25,31,4099
UK-950,3,2,5,2,1,Night,Evening,22.0,31,4099
UK-996,3,2,5,2,1,Evening,Evening,22.5,31,4099
UK-988,3,2,5,2,1,Night,Evening,23.0,31,4099
UK-940,3,2,5,2,1,Evening,Evening,24.17,31,4099
UK-996,3,2,5,2,1,Evening,Evening,25.42,31,4099
G8-7538,4,2,5,2,1,Evening,Night,5.33,31,3916
G8-7537,4,2,5,2,1,Afternoon,Night,7.33,31,3916
G8-391,4,2,5,2,1,Afternoon,Night,8.33,31,3916
G8-7536,4,2,5,2,1,Afternoon,Night,9.33,31,3916
G8-321,4,2,5,2,1,Afternoon,Night,9.58,31,3916
G8-2508,4,2,5,2,1,Night,Morning,9.75,31,3916
G8-345,4,2,5,2,1,Night,Morning,10.83,31,3916
G8-319,4,2,5,2,1,Morning,Night,11.92,31,3916
G8-322,4,2,5,2,1,Night,Morning,12.25,31,3916
G8-341,4,2,5,2,1,Night,Morning,13.25,31,3916
G8-371,4,2,5,2,1,Evening,Night,7.0,31,3960
G8-382,4,2,5,2,1,Afternoon,Night,8.0,31,3960
I5-620,2,2,5,2,1,Early_Morning,Evening,14.5,31,3998
G8-329,4,2,5,2,1,Early_Morning,Afternoon,8.67,31,4040
UK-928,3,2,5,2,1,Early_Morning,Afternoon,6.08,31,4414
G8-390,4,2,5,2,1,Early_Morning,Afternoon,9.67,31,4132
AI-809,6,2,5,2,1,Morning,Evening,9.33,31,4173
AI-806,6,2,5,2,1,Early_Morning,Evening,11.33,31,4173
AI-635,6,2,5,2,1,Early_Morning,Evening,12.25,31,4173
AI-864,6,2,5,2,1,Early_Morning,Evening,12.33,31,4173
AI-867,6,2,5,2,1,Night,Morning,13.0,31,4173
AI-867,6,2,5,2,1,Night,Morning,14.42,31,4173
AI-888,6,2,5,2,1,Evening,Morning,15.5,31,4173
AI-660,6,2,5,2,1,Evening,Morning,16.5,31,4173
AI-888,6,2,5,2,1,Evening,Morning,16.92,31,4173
AI-660,6,2,5,2,1,Evening,Morning,17.92,31,4173
AI-687,6,2,5,2,1,Afternoon,Morning,18.5,31,4173
AI-442,6,2,5,2,1,Afternoon,Morning,18.92,31,4173
AI-687,6,2,5,2,1,Afternoon,Morning,19.92,31,4173
AI-442,6,2,5,2,1,Afternoon,Morning,20.33,31,4173
AI-867,6,2,5,2,1,Night,Evening,21.83,31,4173
AI-888,6,2,5,2,1,Evening,Evening,24.33,31,4173
6E-6809,5,2,5,2,1,Evening,Night,5.67,31,4258
6E-711,5,2,5,2,1,Afternoon,Night,8.5,31,4258
G8-327,4,2,5,2,1,Early_Morning,Afternoon,6.67,31,4325
G8-327,4,2,5,2,1,Early_Morning,Night,13.83,31,4325
G8-331,4,2,5,2,1,Morning,Night,11.83,31,4380
G8-2440,4,2,5,2,1,Morning,Night,14.33,31,4380
UK-928,3,2,5,2,1,Early_Morning,Evening,10.5,31,4779
UK-928,3,2,5,2,1,Early_Morning,Evening,13.42,31,4779
UK-928,3,2,5,2,1,Early_Morning,Night,16.42,31,4779
AI-685,6,2,5,2,1,Early_Morning,Night,16.0,31,4447
AI-683,6,2,5,2,1,Night,Night,24.08,31,4447
6E-5202,5,2,5,2,1,Early_Morning,Morning,3.42,31,4573
AI-660,6,2,5,2,1,Evening,Night,5.58,31,4593
AI-687,6,2,5,2,1,Afternoon,Night,7.58,31,4593
AI-442,6,2,5,2,1,Afternoon,Night,8.0,31,4593
AI-809,6,2,5,2,1,Morning,Night,13.58,31,4593
AI-806,6,2,5,2,1,Early_Morning,Night,15.58,31,4593
AI-635,6,2,5,2,1,Early_Morning,Night,16.5,31,4593
AI-864,6,2,5,2,1,Early_Morning,Night,16.58,31,4593
UK-944,3,2,5,2,1,Afternoon,Evening,5.25,31,5014
UK-994,3,2,5,2,1,Morning,Evening,6.58,31,5014
UK-902,3,2,5,2,1,Afternoon,Night,7.17,31,5014
UK-958,3,2,5,2,1,Afternoon,Evening,7.5,31,5014
UK-960,3,2,5,2,1,Morning,Evening,8.0,31,5014
UK-944,3,2,5,2,1,Afternoon,Night,8.25,31,5014
UK-994,3,2,5,2,1,Morning,Evening,9.5,31,5014
UK-958,3,2,5,2,1,Afternoon,Night,10.5,31,5014
UK-960,3,2,5,2,1,Morning,Night,11.0,31,5014
UK-994,3,2,5,2,1,Morning,Night,12.5,31,5014
UK-930,3,2,5,2,1,Early_Morning,Afternoon,5.08,31,5099
AI-663,6,2,5,2,1,Afternoon,Night,7.67,31,4762
UK-910,3,2,5,2,1,Evening,Night,5.33,31,5414
UK-970,3,2,5,2,1,Morning,Evening,8.25,31,5414
UK-930,3,2,5,2,1,Early_Morning,Evening,9.5,31,5414
UK-970,3,2,5,2,1,Morning,Evening,11.17,31,5414
UK-930,3,2,5,2,1,Early_Morning,Evening,12.42,31,5414
UK-970,3,2,5,2,1,Morning,Night,14.17,31,5414
UK-930,3,2,5,2,1,Early_Morning,Night,15.42,31,5414
AI-774,6,2,5,2,1,Night,Night,24.33,31,5219
G8-7557,4,2,5,2,1,Afternoon,Evening,7.08,31,5430
AI-673,6,2,5,2,1,Early_Morning,Night,13.33,31,5607
AI-687,6,2,5,2,1,Afternoon,Morning,17.92,31,5625
AI-442,6,2,5,2,1,Afternoon,Morning,18.33,31,5625
AI-633,6,2,5,3,1,Early_Morning,Evening,13.58,31,5857
AI-633,6,2,5,3,1,Early_Morning,Morning,28.75,31,5857
AI-633,6,2,5,3,1,Early_Morning,Morning,30.17,31,5857
AI-809,6,2,5,2,1,Morning,Morning,23.92,31,5940
AI-651,6,2,5,2,1,Morning,Evening,7.75,31,5977
UK-651,3,2,5,2,1,Evening,Evening,25.42,31,6398
6E-711,5,2,5,2,1,Afternoon,Evening,5.0,31,6148
G8-347,4,2,5,2,1,Early_Morning,Evening,12.08,31,6250
AI-633,6,2,5,3,1,Early_Morning,Night,17.83,31,6277
G8-7561,4,2,5,2,1,Afternoon,Night,7.17,31,6293
G8-511,4,2,5,2,1,Early_Morning,Afternoon,10.67,31,6293
AI-675,6,2,5,2,1,Early_Morning,Night,15.08,31,6479
6.00E-179,5,2,5,2,1,Morning,Afternoon,4.25,31,7042
UK-653,3,2,5,2,1,Early_Morning,Evening,12.0,31,7498
UK-613,3,2,5,3,1,Afternoon,Evening,7.67,31,7608
AI-651,6,2,5,2,1,Morning,Morning,24.67,31,7548
AI-651,6,2,5,2,1,Morning,Morning,26.08,31,7548
UK-852,3,2,5,3,1,Afternoon,Evening,7.75,31,8386
AI-867,6,2,5,2,1,Night,Evening,20.08,31,8063
AI-888,6,2,5,2,1,Evening,Evening,22.58,31,8063
AI-660,6,2,5,2,1,Evening,Evening,23.58,31,8063
6.00E-179,5,2,5,2,1,Morning,Evening,7.58,31,8302
UK-986,3,2,5,2,1,Night,Morning,10.92,31,8689
UK-988,3,2,5,2,1,Night,Morning,12.75,31,8689
UK-996,3,2,5,2,1,Evening,Morning,15.17,31,8689
UK-940,3,2,5,2,1,Evening,Morning,13.92,31,9324
AI-619,6,2,5,1,1,Night,Night,1.33,32,2111
I5-942,2,2,5,2,1,Afternoon,Evening,4.67,32,2105
I5-1569,2,2,5,2,1,Night,Morning,11.42,32,2105
I5-336,2,2,5,2,1,Night,Morning,12.58,32,2105
I5-767,2,2,5,3,1,Early_Morning,Night,12.75,32,2105
6E-5209,5,2,5,1,1,Early_Morning,Early_Morning,1.33,32,2901
6E-5312,5,2,5,1,1,Morning,Afternoon,1.33,32,2901
6E-354,5,2,5,1,1,Afternoon,Afternoon,1.33,32,2901
6E-5217,5,2,5,1,1,Evening,Evening,1.33,32,2901
6E-6818,5,2,5,1,1,Evening,Night,1.33,32,2901
6E-5208,5,2,5,1,1,Evening,Evening,1.42,32,2901
6E-5371,5,2,5,1,1,Evening,Night,1.5,32,2901
6E-5359,5,2,5,1,1,Early_Morning,Morning,1.67,32,2901
UK-853,3,2,5,2,1,Afternoon,Night,4.92,32,3334
UK-863,3,2,5,2,1,Morning,Night,11.83,32,3334
UK-857,3,2,5,2,1,Night,Morning,12.08,32,3334
UK-851,3,2,5,2,1,Early_Morning,Night,13.92,32,3334
UK-865,3,2,5,2,1,Evening,Morning,13.92,32,3334
UK-845,3,2,5,2,1,Early_Morning,Night,14.92,32,3334
UK-849,3,2,5,2,1,Evening,Morning,15.58,32,3334
UK-853,3,2,5,2,1,Afternoon,Morning,17.08,32,3334
UK-857,3,2,5,2,1,Night,Night,23.92,32,3334
UK-863,3,2,5,2,1,Morning,Morning,24.0,32,3334
UK-865,3,2,5,2,1,Evening,Night,25.75,32,3334
UK-851,3,2,5,2,1,Early_Morning,Morning,26.08,32,3334
UK-873,3,2,5,1,1,Early_Morning,Early_Morning,1.5,32,3450
UK-877,3,2,5,1,1,Morning,Afternoon,1.5,32,3450
UK-875,3,2,5,1,1,Evening,Night,1.58,32,3450
AI-671,6,2,5,2,1,Morning,Morning,24.92,32,3098
G8-7546,4,2,5,2,1,Evening,Late_Night,6.08,32,3282
G8-383,4,2,5,2,1,Afternoon,Late_Night,9.5,32,3282
G8-325,4,2,5,2,1,Night,Morning,9.67,32,3282
G8-398,4,2,5,2,1,Night,Morning,11.5,32,3282
G8-7545,4,2,5,2,1,Afternoon,Late_Night,11.58,32,3282
I5-620,2,2,5,2,1,Early_Morning,Evening,14.5,32,3282
G8-7546,4,2,5,2,1,Evening,Morning,14.5,32,3282
6E-5206,5,2,5,2,1,Night,Late_Night,3.42,32,3574
6E-6809,5,2,5,2,1,Evening,Night,5.67,32,3574
G8-371,4,2,5,2,1,Evening,Night,7.0,32,3574
G8-382,4,2,5,2,1,Afternoon,Night,8.0,32,3574
6E-6809,5,2,5,2,1,Evening,Late_Night,8.33,32,3574
6E-711,5,2,5,2,1,Afternoon,Night,8.5,32,3574
UK-902,3,2,5,2,1,Afternoon,Night,7.17,32,3971
UK-944,3,2,5,2,1,Afternoon,Night,8.25,32,3971
UK-958,3,2,5,2,1,Afternoon,Night,10.5,32,3971
UK-986,3,2,5,2,1,Night,Morning,10.92,32,3971
UK-960,3,2,5,2,1,Morning,Night,11.0,32,3971
UK-950,3,2,5,2,1,Night,Morning,11.75,32,3971
UK-994,3,2,5,2,1,Morning,Night,12.5,32,3971
UK-988,3,2,5,2,1,Night,Morning,12.75,32,3971
UK-986,3,2,5,2,1,Night,Afternoon,13.83,32,3971
UK-940,3,2,5,2,1,Evening,Morning,13.92,32,3971
